"","denovo592 184_denovo4","denovo364 113_denovo5","denovo613 103_denovo1","denovo45 126_denovo3","denovo712 101_denovo24","denovo79 101_denovo26","denovo134 103_denovo3","denovo559 171_denovo16","denovo645 127_denovo14","denovo747 127_denovo0","denovo274 185_denovo17","denovo145 101_denovo1","denovo721 101_denovo21","denovo284 101_denovo13","denovo43 126_denovo5","denovo513 161_denovo5","denovo390 103_denovo12","denovo353 166_denovo9","denovo146 101_denovo6","denovo28 172_denovo22","denovo52 126_denovo8","denovo131 103_denovo2","denovo665 126_denovo10","denovo653 184_denovo14","denovo31 127_denovo6","denovo509 161_denovo0","denovo328 185_denovo6","denovo890 101_denovo19","denovo219 125_denovo11","denovo774 101_denovo9","denovo628 127_denovo1","denovo904 176_denovo6","denovo208 173_denovo13","denovo798 176_denovo10","denovo826 114_denovo3","denovo57 184_denovo12","denovo797 101_denovo7","denovo621 103_denovo9","denovo517 161_denovo9","denovo149 101_denovo5","denovo44 126_denovo4","denovo179 173_denovo18","denovo486 126_denovo11","denovo896 116_denovo15","denovo618 103_denovo6","denovo233 185_denovo7","denovo483 161_denovo14","denovo237 185_denovo3","denovo745 127_denovo2","denovo144 101_denovo0"
"denovo904 176_denovo6",0.086710996952412,0.0839181358296689,0.0617802063215215,0.121716123890037,0.164717281867254,0.222222222222222,0.0631194403097803,0.0839181358296689,0.207019667802706,0.158444319905954,0.161917350720729,0.109108945117996,0.19389168358237,0.0880450906325624,0.138144740998884,0.139211511597426,0.0614295116833951,0.15699645640569,0.15944820103582,0.132686223108569,0.154610421609022,0.0839181358296689,0.107006456250963,0.0839181358296689,0.102597835208515,0.118678165819385,0.118469775551818,0.138409133089567,0.15699645640569,0.0882162182782462,0.133155910322827,0,0.0839181358296689,0.0608580619450185,0.0839181358296689,0.167836271659338,0.150187852296528,0.103881504159667,0.145095250022002,0.185340618964565,0.104637015962273,0.0593390829096927,0.10277830647413,0.086386842558136,0.0848188929679971,0.138942503594182,0.102597835208515,0.182237021769236,0.154919333848297,0.190117275157343
"denovo208 173_denovo13",0,0.0823386969592618,0.0855920985021826,0.0843649081219196,0.148795905193033,0.198029508595335,0.0875376219064817,0.100673408282104,0.194423988451074,0.127000127000191,0.159255514317652,0.0870388279778489,0.17025130615175,0.0607456739230787,0.105021006302101,0.149626400416145,0.0851256530758749,0.186989398001691,0.142277598306118,0.116247638743819,0.107417231105915,0,0.120824418666035,0.118678165819385,0.0581238193719096,0.0824786098842323,0.118678165819385,0.105214593574784,0.154041596847482,0.0608580619450185,0.101187488603233,0.0839181358296689,0,0.0597614304667197,0,0.184114923579665,0.119952028780813,0.0588235294117647,0.153781171307311,0.171184197004365,0.0836242010007091,0.0590281336100955,0.131990919337114,0,0,0.121942152169938,0.14484136487558,0.168430384213304,0.123796892118035,0.149906337799172
"denovo798 176_denovo10",0.060084176812611,0.0595491334175414,0,0.119309997254379,0.108042360909843,0.208514414057075,0,0.0845154254728517,0.207390338946085,0.141705050316284,0.146910632062318,0.0872041440393895,0.190002850064127,0.0627455805138159,0.120604537831105,0.122169444356305,0,0.172132593164774,0.141705050316284,0.133392632128052,0.137620470640795,0.0597614304667197,0.0857492925712544,0.105605001571314,0.0595491334175414,0.10277830647413,0.105409255338946,0.121267812518166,0.133630620956212,0.0628694613461931,0.118887659655553,0.0608580619450185,0.0597614304667197,0,0.0597614304667197,0.178964995881568,0.134110445196455,0.0845154254728517,0.133155910322827,0.171184197004365,0.0840662703418397,0,0.105214593574784,0.059868434008925,0.0594438298277764,0.108465228909328,0.121491347846157,0.157832290829443,0.138675049056307,0.184114923579665
"denovo826 114_denovo3",0,0.0823386969592618,0.0855920985021826,0.0843649081219196,0.148795905193033,0.198418947533136,0.0875376219064817,0.100503781525921,0.194090785141161,0.127000127000191,0.158967789576202,0.0615457454896664,0.17025130615175,0.0607456739230787,0.105021006302101,0.149348025476585,0.0851256530758749,0.186663348236639,0.142277598306118,0.116051770637132,0.107417231105915,0,0.104637015962273,0.118678165819385,0.0581238193719096,0.0823386969592618,0.118678165819385,0.105214593574784,0.153781171307311,0.0608580619450185,0.101187488603233,0.0839181358296689,0,0.0597614304667197,0,0.184114923579665,0.119952028780813,0.08304547985374,0.153522062157279,0.170871531543352,0.0836242010007091,0.0591312395989083,0.131761569173682,0,0,0.121942152169938,0.14484136487558,0.168430384213304,0.123796892118035,0.149906337799172
"denovo57 184_denovo12",0.19034674690672,0.184114923579665,0.18190171877725,0.206650977095487,0.219834341144573,0.235235984448482,0.186052101883813,0.193101360930524,0.24170073228324,0.237595481655746,0.180252530437833,0.204511845762132,0.208514414057075,0.192807471819925,0.218618658048802,0.161917350720729,0.180578779628654,0.156720781993876,0.180333926933486,0.217847715431317,0.223606797749979,0.184114923579665,0.201099916634961,0.1876466562602,0.193101360930524,0.174963553055941,0.145350474933453,0.160422236979937,0.174666752921875,0.193166852321564,0.210998928777389,0.167836271659338,0.184114923579665,0.178964995881568,0.184114923579665,0,0.225221308230725,0.195095575903259,0.164398987305357,0.249541704472544,0.196459897251501,0.177704663327728,0.204836622599676,0.189320611415688,0.186016332951081,0.161314304488826,0.132453235706504,0.197853247315554,0.232495277487639,0.271778653252304
"denovo797 101_denovo7",0.120168353625222,0.146910632062318,0.147175574806061,0.158967789576202,0.165359456941537,0.177122977108019,0.151042008106777,0.158681618705847,0.217422922601844,0.179605302026775,0.199276670324803,0.150470958772656,0.17025130615175,0.125988157669742,0.159255514317652,0.192807471819925,0.147441956154897,0.228558101956919,0.179244285979288,0.169637785935994,0.16314401485114,0.120385853085769,0.170560573084488,0.173421993904824,0.119952028780813,0.146647115021353,0.173421993904824,0.160717946423488,0.190002850064127,0.125988157669742,0.158681618705847,0.150187852296528,0.119952028780813,0.134110445196455,0.119952028780813,0.225221308230725,0,0.147441956154897,0.198917936153935,0.170871531543352,0.146647115021353,0.136589591177038,0.182913228254908,0.120385853085769,0.11973686801785,0.154919333848297,0.193528249929046,0.169943715464835,0.174740811332208,0.183083459309206
"denovo621 103_denovo9",0.0603022689155527,0.101885341621699,0.104828483672192,0.0597614304667197,0.1625272110744,0.208927723509336,0.0877058019307029,0.131306432859723,0.212091251497882,0.155542754209564,0.180578779628654,0.123325283195641,0.19034674690672,0.12285902336679,0.12104550653376,0.172773685116272,0.0854357657716761,0.198206241793023,0.168345124585359,0.143591631723548,0.0877058019307029,0.0588235294117647,0.13558153613666,0.134110445196455,0.11724207635211,0.11724207635211,0.134110445196455,0.13583145623104,0.16609095970748,0.106802828176336,0.08304547985374,0.103881504159667,0.0588235294117647,0.0845154254728517,0.08304547985374,0.195095575903259,0.147441956154897,0,0.16609095970748,0.18190171877725,0.0837707816583391,0.0846667513334603,0.146124307243045,0.0846667513334603,0.0588235294117647,0.123325283195641,0.146647115021353,0.169030850945703,0.138675049056307,0.198307444884526
"denovo517 161_denovo9",0.147441956154897,0.142614806562459,0.135332990490192,0.168729816243839,0.192094687598825,0.208103547817362,0.138144740998884,0.164121987972444,0.241286506216555,0.200401204014051,0.059868434008925,0.173748897105228,0.17025130615175,0.160717946423488,0.18190171877725,0.105409255338946,0.134352303725115,0.212828962426139,0.142277598306118,0.192450089729875,0.195740073171568,0.142614806562459,0.170871531543352,0.167836271659338,0.164121987972444,0.129968811227509,0.0837707816583391,0.105021006302101,0.192774900239015,0.161015297179883,0.184427778390829,0.145095250022002,0.153781171307311,0.133155910322827,0.153522062157279,0.164398987305357,0.198917936153935,0.16609095970748,0,0.217422922601844,0.156446554693686,0.14484136487558,0.166666666666667,0.146647115021353,0.144087631928422,0.105409255338946,0.10223972648865,0.15727359070154,0.20490176383923,0.248591538088063
"denovo149 101_denovo5",0.160422236979937,0.18190171877725,0.171184197004365,0.18190171877725,0.210182555953888,0.196116135138184,0.175075243812963,0.200364631114026,0.234403615469248,0.189736659610103,0.226041789302219,0.160717946423488,0.180252530437833,0.166998341953264,0.191741247211843,0.211210003142629,0.171184197004365,0.230283093235919,0.189358320929341,0.209274031924547,0.196116135138184,0.160422236979937,0.2,0.20490176383923,0.171184197004365,0.181236627999053,0.20490176383923,0.180906806746658,0.218217890235992,0.179968508266339,0.181236627999053,0.185340618964565,0.171184197004365,0.171184197004365,0.170871531543352,0.249541704472544,0.170871531543352,0.18190171877725,0.217422922601844,0,0.171184197004365,0.184987924793462,0.184288535050185,0.160422236979937,0.160422236979937,0.201619459636378,0.213605656352671,0.191040179975218,0.195366166291141,0.197202659436654
"denovo44 126_denovo4",0.060084176812611,0.10223972648865,0.0849718577324175,0.119098266835083,0.123325283195641,0.217357066800666,0.0870388279778489,0.132221471336986,0.205556612948259,0.141990458561766,0.17025130615175,0.106802828176336,0.190002850064127,0.0877058019307029,0.120385853085769,0.161314304488826,0.0851256530758749,0.19034674690672,0.154919333848297,0.155902391115581,0.123091490979333,0.0592348877759092,0.135332990490192,0.135085806739575,0.0834783871129682,0.102062072615966,0.135085806739575,0.121491347846157,0.156720781993876,0.0878749550327494,0.131761569173682,0.104637015962273,0.0836242010007091,0.0840662703418397,0.0836242010007091,0.196459897251501,0.146647115021353,0.0837707816583391,0.156446554693686,0.171184197004365,0,0.104257207028537,0.134352303725115,0.059868434008925,0.0588235294117647,0.107624400500126,0.147441956154897,0.168430384213304,0.15191090506255,0.198307444884526
"denovo179 173_denovo18",0.0613139339484966,0.058925565098879,0.0616626415978207,0.105214593574784,0.16314401485114,0.21189138534559,0.0631194403097803,0.0591312395989083,0.206650977095487,0.144942758913112,0.150187852296528,0.108678533400333,0.18394180184549,0.0875376219064817,0.123560412643043,0.139211511597426,0.0613139339484966,0.177393718796725,0.145248223443532,0.118262479197817,0.126491106406735,0.0592348877759092,0.106600358177805,0.10277830647413,0.0833333333333333,0.10277830647413,0.10277830647413,0.123796892118035,0.145095250022002,0.0606339062590832,0.118887659655553,0.0593390829096927,0.0590281336100955,0,0.0591312395989083,0.177704663327728,0.136589591177038,0.0846667513334603,0.14484136487558,0.184987924793462,0.104257207028537,0,0.101709525543122,0.0609710760849692,0.059868434008925,0.12427395320024,0.163846384103808,0.18190171877725,0.141139359234409,0.172516389835589
"denovo486 126_denovo11",0.122398012272421,0.117647058823529,0.106600358177805,0.148522131446501,0.204124145231932,0.247435829652697,0.109108945117996,0.131761569173682,0.230224962957766,0.182955741498539,0.183254166534458,0.153392997769474,0.211999576001272,0.151042008106777,0.16314401485114,0.164082530828473,0.105999788000636,0.166956774225936,0.194461117065649,0.166666666666667,0.166998341953264,0.118262479197817,0.150470958772656,0.132686223108569,0.144087631928422,0.14484136487558,0.132686223108569,0.163455061873007,0.177084400830287,0.137360563948689,0.167836271659338,0.10277830647413,0.131990919337114,0.105214593574784,0.131761569173682,0.204836622599676,0.182913228254908,0.146124307243045,0.166666666666667,0.184288535050185,0.134352303725115,0.101709525543122,0,0.121716123890037,0.119522860933439,0.164082530828473,0.143838990445615,0.200731263865498,0.188982236504614,0.230769230769231
"denovo896 116_denovo15",0,0.0846667513334603,0.0605227532668802,0.0846667513334603,0.108893101296094,0.198810693121886,0.0620173672946042,0.103695169473043,0.190002850064127,0.126744850104896,0.159255514317652,0.0616626415978207,0.17025130615175,0.0627455805138159,0.12104550653376,0.136589591177038,0.0603022689155527,0.182913228254908,0.142277598306118,0.11973686801785,0.107417231105915,0,0.105021006302101,0.122169444356305,0,0.0846667513334603,0.122169444356305,0.105021006302101,0.146647115021353,0.0629940788348712,0.103695169473043,0.086386842558136,0,0.059868434008925,0,0.189320611415688,0.120385853085769,0.0846667513334603,0.146647115021353,0.160422236979937,0.059868434008925,0.0609710760849692,0.121716123890037,0,0,0.108893101296094,0.136335470787303,0.133869888150416,0.124034734589208,0.150755672288882
"denovo618 103_denovo6",0,0.0829026672289678,0.0601929265428846,0.103142124625879,0.136845137875993,0.198810693121886,0.0616626415978207,0.101885341621699,0.195433989992643,0.127000127000191,0.159255514317652,0.0617802063215215,0.180252530437833,0.0616626415978207,0.104257207028537,0.136845137875993,0.0603022689155527,0.179605302026775,0.141705050316284,0.117444043902941,0.106600358177805,0,0.105021006302101,0.119952028780813,0,0.0827605888602368,0.119952028780813,0.105214593574784,0.144087631928422,0.0617802063215215,0.101534616513362,0.0848188929679971,0,0.0594438298277764,0,0.186016332951081,0.11973686801785,0.0588235294117647,0.144087631928422,0.160422236979937,0.0588235294117647,0.059868434008925,0.119522860933439,0,0,0.106802828176336,0.133869888150416,0.157832290829443,0.12427395320024,0.168073161363204
"denovo233 185_denovo7",0.109544511501033,0.136335470787303,0.110431526074847,0.140028008402801,0.172773685116272,0.175604682184976,0.112986536573206,0.149348025476585,0.229848186156091,0.177172612243394,0.109326077561851,0.130188910980824,0.14142135623731,0.136335470787303,0.156173761888606,0.0642824346533225,0.10976425998969,0.215248801000253,0.0901669634667432,0.172452245423691,0.172589785452538,0.121942152169938,0.14256648712805,0.164717281867254,0.136082763487954,0.105605001571314,0.06213697660012,0,0.192807471819925,0.136589591177038,0.161917350720729,0.138942503594182,0.121942152169938,0.108465228909328,0.121942152169938,0.161314304488826,0.154919333848297,0.123325283195641,0.105409255338946,0.201619459636378,0.107624400500126,0.12427395320024,0.164082530828473,0.108893101296094,0.106802828176336,0,0.0877058019307029,0.125,0.17295817388759,0.216024689946929
"denovo483 161_denovo14",0.13710212427677,0.131761569173682,0.123325283195641,0.160717946423488,0.195366166291141,0.202444082544729,0.125988157669742,0.14484136487558,0.238619994508757,0.194053868205945,0.122398012272421,0.166336959782615,0.162221421130763,0.163767894813506,0.174740811332208,0.0878749550327494,0.122627867896993,0.186989398001691,0.129913960492326,0.177393718796725,0.189358320929341,0.132453235706504,0.16314401485114,0.132686223108569,0.155632430062623,0.118469775551818,0.0592348877759092,0.0875376219064817,0.187317162316339,0.191741247211843,0.178017248729078,0.102597835208515,0.14484136487558,0.121491347846157,0.14484136487558,0.132453235706504,0.193528249929046,0.146647115021353,0.10223972648865,0.213605656352671,0.147441956154897,0.163846384103808,0.143838990445615,0.136335470787303,0.133869888150416,0.0877058019307029,0,0.14824986333222,0.19960119601395,0.244704392116198
"denovo237 185_denovo3",0.104257207028537,0.178964995881568,0.12104550653376,0.178964995881568,0.1875,0.177122977108019,0.123560412643043,0.197502132136799,0.246843877059118,0.167332005306815,0.120168353625222,0.137620470640795,0.134352303725115,0.187134858465542,0.148522131446501,0.0862261227118454,0.120385853085769,0.242535625036333,0.109985336266015,0.206284249251759,0.163767894813506,0.157832290829443,0.160128153805087,0.201843356939833,0.168132540683679,0.145607051434887,0.13583145623104,0,0.215089156388065,0.187867287325545,0.197152879640471,0.182237021769236,0.168430384213304,0.157832290829443,0.168430384213304,0.197853247315554,0.169943715464835,0.169030850945703,0.15727359070154,0.191040179975218,0.168430384213304,0.18190171877725,0.200731263865498,0.133869888150416,0.157832290829443,0.125,0.14824986333222,0,0.175075243812963,0.211999576001272
"denovo745 127_denovo2",0.12427395320024,0.152203886829552,0.151619608715781,0.12427395320024,0.172223740956793,0.21650635094611,0.151619608715781,0.163767894813506,0.21483446221183,0.154610421609022,0.205293920683813,0.123091490979333,0.196116135138184,0.112508790092602,0.175411603861406,0.194994393991758,0.152203886829552,0.236171320084126,0.172223740956793,0.163767894813506,0.15191090506255,0.12427395320024,0.151042008106777,0.167667676667856,0.123796892118035,0.151619608715781,0.178885438199983,0.152203886829552,0.196116135138184,0.145864991497895,0.107006456250963,0.154919333848297,0.123796892118035,0.138675049056307,0.123796892118035,0.232495277487639,0.174740811332208,0.138675049056307,0.20490176383923,0.195366166291141,0.15191090506255,0.141139359234409,0.188982236504614,0.124034734589208,0.12427395320024,0.17295817388759,0.19960119601395,0.175075243812963,0,0.197752737658412
"denovo144 101_denovo0",0.150755672288882,0.168549965615811,0.198307444884526,0.184637236468999,0.227184733698826,0.236359729623533,0.198307444884526,0.198307444884526,0.259645393444749,0.150329205600566,0.249292785004635,0.182069138710321,0.236359729623533,0.161690416690889,0.198866846404498,0.224859506698758,0.184114923579665,0.278174320132093,0.242535625036333,0.183083459309206,0.198866846404498,0.150755672288882,0.197752737658412,0.2053501270971,0.150329205600566,0.197752737658412,0.219528519979381,0.211999576001272,0.237691344270764,0.162221421130763,0.198307444884526,0.190117275157343,0.149906337799172,0.184114923579665,0.149906337799172,0.271778653252304,0.183083459309206,0.198307444884526,0.248591538088063,0.197202659436654,0.198307444884526,0.172516389835589,0.230769230769231,0.150755672288882,0.168073161363204,0.216024689946929,0.244704392116198,0.211999576001272,0.197752737658412,0
