otu	sim	del	ins	mis	len	score	hit
1357	denovo12036	96.47	6	3	1	283	1296.5	C15_AY239369
1358	denovo2435	96.47	6	3	1	283	1296.5	C1d_AY258488
1359	denovo10565	96.82	4	4	1	283	1296.5	C1232_EU118163
1360	denovo8802	96.82	4	4	1	283	1296.5	C3k_AY589737
1361	denovo9428	96.82	4	4	1	283	1296.5	C3k_AY589737
1362	denovo4913	96.13	4	2	5	284	1296.5	C15.23_KC597697
1363	denovo8258	99.25	1	0	1	267	1297	C1103_AF427470
1364	denovo13182	98.15	4	1	0	271	1297	D1_AF334660
1365	denovo1047	96.47	2	3	5	283	1297	C3k_AY589737
1366	denovo11250	96.47	2	3	5	283	1297	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1367	denovo13461	96.47	2	3	5	283	1297	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1368	denovo1481	96.47	2	3	5	283	1297	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1369	denovo8708	98.53	3	1	0	272	1297.5	C15_AY239369;C15.22_KC597695
1370	denovo10195	97.85	0	4	2	279	1297.5	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1371	denovo14304	98.54	0	3	1	274	1298	C21/3d/C3k_AY239372
1372	denovo5823	97.51	1	4	2	281	1298	C1233_EU118166;C15.9_FN563475;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1373	denovo9426	96.82	3	4	2	283	1298	C3k_AY589737
1374	denovo10746	96.13	3	2	6	284	1298	C15.23_KC597697
1375	denovo4551	97.19	1	4	3	285	1298	C55_AY589759
1376	denovo1975	98.18	0	1	4	274	1298.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1377	denovo17244	96.8	1	2	6	281	1298.5	C3k_AY589737
1378	denovo5101	96.11	7	1	3	283	1298.5	C3k_AY589737
1379	denovo14852	96.11	3	2	6	283	1298.5	C3k_AY589737
1380	denovo4744	96.47	1	3	6	283	1298.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1381	denovo808	96.47	1	3	6	283	1298.5	C3k_AY589737
1382	denovo6685	97.89	1	4	1	284	1298.5	C15.23_KC597697
1383	denovo2812	98.15	3	1	1	271	1299	D1_AF334660
1384	denovo1464	98.52	1	2	1	271	1299	D1_AF334660
1385	denovo16721	98.52	1	2	1	271	1299	D1a_JN558078;D120_EU074900
1386	denovo4281	98.52	1	2	1	271	1299	D1a_JN558078;D120_EU074900
1387	denovo11678	96.47	5	2	3	283	1299	C3k_AY589737
1388	denovo11947	96.47	5	2	3	283	1299	C3k_AY589737
1389	denovo12876	98.88	1	0	2	269	1299.5	C3k_AY589737
1390	denovo6986	98.89	0	1	2	271	1299.5	C15.23_KC597697
1391	denovo774	96.82	2	4	3	283	1299.5	C3k_AY589737
1392	denovo1011	97.17	0	5	3	283	1299.5	C3k_AY589737
1393	denovo14541	97.17	0	5	3	283	1299.5	C3k_AY589737
1394	denovo8901	97.17	0	5	3	283	1299.5	C3k_AY589737
1395	denovo2079	98.89	0	1	2	271	1300	C3k_AY589737
1396	denovo12273	96.11	2	2	7	283	1300	C3k_AY589737
1397	denovo14138	98.89	0	1	2	271	1300.5	C3b_AF499791
1398	denovo11952	98.52	0	2	2	271	1300.5	D1a_JN558078;D120_EU074900
1399	denovo14571	98.52	0	2	2	271	1300.5	D114_AF174549
1400	denovo2136	98.19	1	3	1	277	1300.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
1401	denovo3333	97.85	1	3	2	279	1300.5	C3k_AY589737
1402	denovo12957	96.82	5	4	0	283	1300.5	C15.6_FN563472;C15.22_KC597695
1403	denovo12133	96.11	6	1	4	283	1300.5	C3k_AY589737
1404	denovo12659	96.11	6	1	4	283	1300.5	C3k_AY589737
1405	denovo265	96.47	4	2	4	283	1300.5	C3_AB778606;C1002_DQ838544;C1040_AB190269
1406	denovo6566	96.47	4	2	4	283	1300.5	C3k_AY589737
1407	denovo8434	97.53	0	2	5	283	1300.5	C3_AB778606;C3.7_FJ461502;C70_AY589774;C1012_DQ480604
1408	denovo13081	96.82	1	4	4	283	1301	C3k_AY589737
1409	denovo17288	96.82	1	4	4	283	1301	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1410	denovo8199	96.82	1	4	4	283	1301	C3k_AY589737
1411	denovo15272	96.83	0	5	4	284	1301	C15.23_KC597697
1412	denovo12714	97.15	5	2	1	281	1301.5	C3k_AY589737
1413	denovo5259	97.51	2	3	2	281	1301.5	C3k_AY589737
1414	denovo2589	96.82	5	3	1	283	1301.5	C15.9_FN563475
1415	denovo9204	96.47	3	2	5	283	1301.5	C3k_AY589737
1416	denovo14924	96.86	1	4	4	287	1301.5	I1_FN561559
1417	denovo2677	99.26	1	1	0	269	1302	C15_AY239369
1418	denovo12897	98.89	1	1	1	271	1302	C3k_AY589737
1419	denovo10067	98.15	1	1	3	271	1302	D1a_JN558078
1420	denovo13635	98.15	1	1	3	271	1302	D1a_JN558078
1421	denovo2254	98.9	1	1	1	273	1302	C55_AY589759
1422	denovo10738	97.17	2	5	1	283	1302	C3k_AY589737
1423	denovo14037	98.23	0	2	3	283	1302	C15.4_FJ461511
1424	denovo1375	96.11	5	1	5	283	1302	C3k_AY589737
1425	denovo5176	96.47	3	2	5	283	1302	C3k_AY589737
1426	denovo5337	96.47	3	2	5	283	1302	C3k_AY589737
1427	denovo4743	98.52	2	2	0	271	1302.5	D106_AF174559
1428	denovo10255	96.82	0	4	5	283	1302.5	C3k_AY589737
1429	denovo14700	96.82	0	4	5	283	1302.5	C3k_AY589737
1430	denovo15030	96.82	0	4	5	283	1302.5	C1233_EU118166;C15.27_KC597689;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1431	denovo15206	96.82	0	4	5	283	1302.5	C3k_AY589737
1432	denovo3562	96.82	0	4	5	283	1302.5	C3k_AY589737
1433	denovo361	96.82	0	4	5	283	1302.5	C3k_AY589737
1434	denovo6389	96.82	0	4	5	283	1302.5	C3k_AY589737
1435	denovo17498	98.52	2	2	0	271	1303	D1_AF334660
1436	denovo6251	98.52	2	2	0	271	1303	D1_AF334660
1437	denovo12588	98.53	3	1	0	273	1303	C15_AY239369
1438	denovo4831	97.15	4	2	2	281	1303	C15.6_FN563472;C15.22_KC597695
1439	denovo12065	96.47	6	2	2	283	1303	C15_AY239369
1440	denovo11871	96.47	2	2	6	283	1303	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1441	denovo10640	98.19	0	4	1	276	1303.5	C21/3d/C3k_AY239372
1442	denovo10968	98.19	0	4	1	276	1303.5	C21.12_FJ461514
1443	denovo15301	98.19	0	4	1	276	1303.5	C21.12_FJ461514
1444	denovo17356	98.19	0	4	1	276	1303.5	C21.12_FJ461514
1445	denovo2892	98.19	0	4	1	276	1303.5	C21/3d/C3k_AY239372
1446	denovo7742	96.11	4	1	6	283	1303.5	C3k_AY589737
1447	denovo12610	96.47	2	2	6	283	1303.5	C1051_AF195153;C1166_AB294584
1448	denovo16857	97.15	4	1	3	281	1304	C3k_AY589737
1449	denovo12942	96.47	6	1	3	283	1304	C15a_AY258476;C15.4_FJ461511
1450	denovo13366	96.47	6	1	3	283	1304	C15a_AY258476;C15.4_FJ461511
1451	denovo16622	98.19	2	3	0	277	1304.5	C3k_AY589737
1452	denovo11012	97.84	4	2	0	278	1304.5	C15_AY239369;C1087_DQ182655
1453	denovo13039	97.14	8	0	0	280	1304.5	C15_AY239369
1454	denovo6608	97.51	1	3	3	281	1304.5	C3k_AY589737
1455	denovo7708	97.51	1	3	3	281	1304.5	C3k_AY589737
1456	denovo15599	96.47	5	2	3	283	1304.5	C3k_AY589737
1457	denovo14023	96.82	3	3	3	283	1304.5	C3k_AY589737
1458	denovo14346	97.53	1	2	4	283	1304.5	C3_AB778606;C3.7_FJ461502;C70_AY589774;C1012_DQ480604
1459	denovo12381	98.9	0	1	2	272	1305	C15.23_KC597697
1460	denovo5008	97.17	0	5	3	283	1305	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1461	denovo7423	97.17	0	5	3	283	1305	C3k_AY589737
1462	denovo16366	96.11	3	1	7	283	1305	C3k_AY589737
1463	denovo10654	98.9	0	1	2	272	1305.5	C3_AB778606
1464	denovo2041	98.9	0	1	2	272	1305.5	C3k_AY589737
1465	denovo10996	96.82	6	3	0	283	1305.5	C1d_AY258488
1466	denovo15804	96.82	6	3	0	283	1305.5	C1d_AY258488
1467	denovo5081	96.82	6	3	0	283	1305.5	C1d_AY258488
1468	denovo15765	98.59	0	2	2	283	1305.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1469	denovo257	96.47	5	1	4	283	1305.5	C3k_AY589737
1470	denovo5249	96.82	2	3	4	283	1305.5	C3k_AY589737
1471	denovo9637	96.48	4	2	4	284	1305.5	C15.23_KC597697
1472	denovo7252	98.52	0	2	2	271	1306	D1_AF334660
1473	denovo12634	97.86	1	3	2	280	1306	C3k_AY589737
1474	denovo15439	97.51	0	3	4	281	1306	C3_AB778606
1475	denovo5758	96.47	4	2	4	283	1306	C3k_AY589737
1476	denovo16871	96.82	2	3	4	283	1306	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1477	denovo7899	96.82	2	3	4	283	1306	C3k_AY589737
1478	denovo16626	96.83	1	4	4	284	1306	C15.23_KC597697
1479	denovo6818	98.21	0	4	1	279	1306.5	C3_AB778606
1480	denovo4661	97.17	3	4	1	283	1306.5	C3k_AY589737
1481	denovo9411	99.26	2	0	0	269	1307	C1d_AY258488
1482	denovo2270	99.26	1	1	0	270	1307	C15.23_KC597697
1483	denovo2791	97.52	2	3	2	282	1307	C3k_AY589737
1484	denovo1810	97.17	3	4	1	283	1307	C3k_AY589737
1485	denovo9495	97.17	2	4	2	283	1307	C3k_AY589737
1486	denovo1293	96.47	4	1	5	283	1307	C3k_AY589737
1487	denovo7817	99.26	1	1	0	270	1307.5	C15_AY239369
1488	denovo12842	98.9	1	1	1	272	1307.5	C3k_AY589737
1489	denovo8381	97.17	2	5	1	283	1307.5	C15_AY239369;C15.22_KC597695;C1087_DQ182655
1490	denovo14621	96.47	3	2	5	283	1307.5	C3k_AY589737
1491	denovo11849	96.82	1	3	5	283	1307.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1492	denovo255	96.82	1	3	5	283	1307.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695;C1087_DQ182655
1493	denovo4029	96.82	1	3	5	283	1307.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1494	denovo5937	96.82	1	3	5	283	1307.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1495	denovo16304	96.83	0	4	5	284	1307.5	C15.23_KC597697
1496	denovo15005	98.52	3	1	0	271	1308	D1_AF334660
1497	denovo15278	98.52	3	1	0	271	1308	D1_AF334660
1498	denovo8176	98.52	3	1	0	271	1308	D1_AF334660
1499	denovo8810	98.52	3	1	0	271	1308	D1_AF334660
1500	denovo14723	98.9	2	1	0	272	1308	C1d_AY258488
1501	denovo12760	98.19	1	1	3	276	1308	C3k_AY589737
1502	denovo8125	97.52	2	3	2	282	1308	C15.23_KC597697
1503	denovo13957	96.82	0	4	5	283	1308	C3k_AY589737
1504	denovo3850	97.51	2	3	2	281	1308.5	C3_AB778606
1505	denovo3494	97.86	0	4	2	281	1308.5	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1506	denovo15705	97.52	1	4	2	282	1308.5	C15.23_KC597697
1507	denovo11941	97.17	2	4	2	283	1308.5	C3k_AY589737
1508	denovo13195	97.17	2	4	2	283	1308.5	C3k_AY589737
1509	denovo11903	97.53	0	5	2	283	1308.5	C3k_AY589737
1510	denovo12025	97.53	0	5	2	283	1308.5	C3k_AY589737
1511	denovo12166	97.53	0	5	2	283	1308.5	C3k_AY589737
1512	denovo15348	97.53	0	5	2	283	1308.5	C3k_AY589737
1513	denovo17188	97.53	0	5	2	283	1308.5	C3k_AY589737
1514	denovo4298	97.53	0	5	2	283	1308.5	C3k_AY589737
1515	denovo9368	97.53	0	5	2	283	1308.5	C3k_AY589737
1516	denovo9898	96.47	3	1	6	283	1308.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
1517	denovo3591	97.49	3	1	3	279	1309	C3k_AY589737
1518	denovo11355	96.47	6	1	3	283	1309	C3k_AY589737
1519	denovo456	96.47	2	2	6	283	1309	C3k_AY589737
1520	denovo7200	96.47	2	2	6	283	1309	C3k_AY589737
1521	denovo11858	96.82	0	3	6	283	1309	C3k_AY589737
1522	denovo11878	96.82	0	3	6	283	1309	C3k_AY589737
1523	denovo15833	96.82	0	3	6	283	1309	C1232_EU118163;C3k_AY589737
1524	denovo17241	96.82	0	3	6	283	1309	C3k_AY589737
1525	denovo2680	96.82	0	3	6	283	1309	C3k_AY589737
1526	denovo8459	96.82	0	3	6	283	1309	C3k_AY589737
1527	denovo10724	98.89	0	2	1	271	1309.5	D1_AF334660
1528	denovo14153	98.89	0	2	1	271	1309.5	D1_AF334660
1529	denovo16167	98.89	0	2	1	271	1309.5	D1_AF334660
1530	denovo349	98.89	0	2	1	271	1309.5	D1_AF334660
1531	denovo6149	98.89	0	2	1	271	1309.5	D1a_JN558078;D120_EU074900
1532	denovo7986	98.89	0	2	1	271	1309.5	D1_AF334660
1533	denovo9119	98.89	0	2	1	271	1309.5	D1_AF334660
1534	denovo968	98.89	0	2	1	271	1309.5	D1_AF334660
1535	denovo9960	98.54	2	1	1	274	1309.5	C15.23_KC597697
1536	denovo2971	97.16	4	1	3	282	1309.5	C3k_AY589737
1537	denovo1749	96.47	6	1	3	283	1309.5	C3k_AY589737
1538	denovo17582	96.47	6	1	3	283	1309.5	C3k_AY589737
1539	denovo8589	96.82	4	2	3	283	1309.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1540	denovo10477	96.83	3	3	3	284	1309.5	C15.23_KC597697
1541	denovo1474	96.83	3	3	3	284	1309.5	C15.23_KC597697
1542	denovo2852	98.54	2	1	1	274	1310	C3k_AY589737
1543	denovo3994	98.55	1	1	2	275	1310	C3k_AY589737
1544	denovo13724	98.23	0	4	1	282	1310	C55_AY589759
1545	denovo15139	96.81	4	2	3	282	1310	C3.1_JF683321
1546	denovo9178	97.52	1	3	3	282	1310	C3k_AY589737
1547	denovo12317	96.82	3	3	3	283	1310	C3k_AY589737
1548	denovo10362	97.17	1	4	3	283	1310	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1549	denovo12161	97.17	1	4	3	283	1310	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1550	denovo14532	97.17	1	4	3	283	1310	C3k_AY589737
1551	denovo15600	97.17	1	4	3	283	1310	C1051_AF195153;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1552	denovo1578	97.17	1	4	3	283	1310	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1553	denovo2709	97.17	1	4	3	283	1310	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1554	denovo4653	97.17	1	4	3	283	1310	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1555	denovo6364	97.17	1	4	3	283	1310	C1051_AF195153
1556	denovo12684	98.9	0	1	2	273	1310.5	C15.23_KC597697
1557	denovo12092	97.15	3	1	4	281	1310.5	C3k_AY589737
1558	denovo13152	96.47	5	1	4	283	1310.5	C3_AB778606;C1012_DQ480604;C3f_AY589734
1559	denovo9917	96.47	5	1	4	283	1310.5	C3k_AY589737
1560	denovo4032	98.9	0	1	2	272	1311	C3k_AY589737
1561	denovo13260	98.56	0	3	1	277	1311	C3k_AY589737
1562	denovo1595	98.19	2	1	2	277	1311	C3_AB778606
1563	denovo4782	97.51	1	2	4	281	1311	C3k_AY589737
1564	denovo4594	96.47	5	1	4	283	1311	C3k_AY589737
1565	denovo11841	96.82	3	2	4	283	1311	C3k_AY589737
1566	denovo12689	96.82	3	2	4	283	1311	C3k_AY589737
1567	denovo16344	96.83	2	3	4	284	1311	C15.23_KC597697
1568	denovo5068	96.83	2	3	4	284	1311	C15.23_KC597697
1569	denovo5938	98.54	1	1	2	274	1311.5	C15a_AY258476
1570	denovo11990	98.21	1	3	1	279	1311.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
1571	denovo4958	98.21	1	3	1	279	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1572	denovo5734	98.21	1	3	1	279	1311.5	C15_AY239369
1573	denovo13249	97.86	1	3	2	281	1311.5	C3k_AY589737
1574	denovo5574	97.52	0	3	4	282	1311.5	C3_AB778606
1575	denovo14501	96.82	6	2	1	283	1311.5	C1_JN558041;C1148_EU040178;C1.5_EF634157
1576	denovo15081	96.82	2	3	4	283	1311.5	C3k_AY589737
1577	denovo15121	96.82	2	3	4	283	1311.5	C3k_AY589737
1578	denovo16789	96.82	2	3	4	283	1311.5	C15.6_FN563472;C15.22_KC597695
1579	denovo5260	96.82	2	3	4	283	1311.5	C15.6_FN563472;C15.22_KC597695
1580	denovo10372	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1581	denovo10393	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1582	denovo10686	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1583	denovo11318	97.17	0	4	4	283	1311.5	C3k_AY589737
1584	denovo12759	97.17	0	4	4	283	1311.5	C3k_AY589737
1585	denovo16073	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1586	denovo17048	97.17	0	4	4	283	1311.5	C15.9_FN563475
1587	denovo17137	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1588	denovo17282	97.17	0	4	4	283	1311.5	C3k_AY589737
1589	denovo17345	97.17	0	4	4	283	1311.5	C3k_AY589737
1590	denovo1777	97.17	0	4	4	283	1311.5	C3k_AY589737
1591	denovo1863	97.17	0	4	4	283	1311.5	C3k_AY589737
1592	denovo2266	97.17	0	4	4	283	1311.5	C3k_AY589737
1593	denovo277	97.17	0	4	4	283	1311.5	C3k_AY589737
1594	denovo3700	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1595	denovo4135	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695;C15b_AY258491
1596	denovo6699	97.17	0	4	4	283	1311.5	C3k_AY589737
1597	denovo7193	97.17	0	4	4	283	1311.5	C3k_AY589737
1598	denovo7882	97.17	0	4	4	283	1311.5	C3k_AY589737
1599	denovo819	97.17	0	4	4	283	1311.5	C3k_AY589737
1600	denovo8266	97.17	0	4	4	283	1311.5	C3k_AY589737
1601	denovo9071	97.17	0	4	4	283	1311.5	C3k_AY589737
1602	denovo9073	97.17	0	4	4	283	1311.5	C3k_AY589737
1603	denovo9351	97.17	0	4	4	283	1311.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1604	denovo12189	96.82	6	2	1	283	1312	C1d_AY258488
1605	denovo1921	96.82	6	2	1	283	1312	C3k_AY589737
1606	denovo6190	97.17	4	3	1	283	1312	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1607	denovo5271	99.26	2	0	0	270	1312.5	C15_AY239369
1608	denovo14607	96.82	2	2	5	283	1312.5	C3k_AY589737
1609	denovo17568	98.9	3	0	0	272	1313	C15_AY239369
1610	denovo10714	98.21	0	3	2	279	1313	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1611	denovo14578	96.82	6	1	2	283	1313	C3k_AY589737
1612	denovo5212	96.82	1	3	5	283	1313	C15_AY239369;C15.22_KC597695
1613	denovo822	98.19	1	1	3	276	1313.5	C3_AB778606
1614	denovo1676	96.82	5	2	2	283	1313.5	C15_AY239369
1615	denovo7393	96.82	5	2	2	283	1313.5	C3k_AY589737
1616	denovo11464	97.17	3	3	2	283	1313.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
1617	denovo11956	97.17	3	3	2	283	1313.5	C3k_AY589737
1618	denovo13254	97.17	3	3	2	283	1313.5	C3k_AY589737
1619	denovo17454	97.17	2	3	3	283	1313.5	C3k_AY589737
1620	denovo4054	97.17	2	3	3	283	1313.5	C3k_AY589737
1621	denovo5744	97.17	2	3	3	283	1313.5	C3k_AY589737
1622	denovo5752	97.17	2	3	3	283	1313.5	C3k_AY589737
1623	denovo7572	97.17	2	3	3	283	1313.5	C3k_AY589737
1624	denovo5732	97.83	0	1	5	276	1314	C21/3d/C3k_AY239372
1625	denovo1887	97.85	2	1	3	279	1314	C3k_AY589737
1626	denovo16530	97.87	0	4	2	282	1314	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1627	denovo1737	97.17	2	4	2	283	1314	C15_AY239369;C15.1_FJ461508;C15.22_KC597695
1628	denovo5264	97.17	2	4	2	283	1314	C3k_AY589737
1629	denovo12043	97.53	0	5	2	283	1314	C3.10_FJ461505
1630	denovo17399	97.53	0	5	2	283	1314	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1631	denovo5462	97.53	0	5	2	283	1314	C1051_AF195153;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1632	denovo12890	96.82	1	2	6	283	1314	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1633	denovo370	96.83	0	3	6	284	1314	C15.23_KC597697
1634	denovo9631	98.52	3	0	1	271	1314.5	D1.11_HE579040
1635	denovo435	98.89	1	1	1	271	1314.5	D1a.1_JF683338
1636	denovo70	98.89	1	1	1	271	1314.5	D106_AF174559
1637	denovo16531	99.26	0	1	1	272	1314.5	C1_JN558041;C1198_EU099810;C1p_GU907652;C1.v1a_FJ919243;C1008_DQ480613
1638	denovo14972	97.51	3	1	3	281	1314.5	C3k_AY589737
1639	denovo3563	97.51	3	1	3	281	1314.5	C3k_AY589737
1640	denovo2606	98.94	0	2	1	283	1314.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1641	denovo7911	96.47	7	0	3	283	1314.5	C3k_AY589737
1642	denovo5525	96.82	5	1	3	283	1314.5	C3k_AY589737
1643	denovo13565	98.89	0	2	1	271	1315	D1a_JN558078;D120_EU074900
1644	denovo9358	98.89	0	2	1	271	1315	D1a_JN558078
1645	denovo14955	97.86	0	3	3	281	1315	C1087_DQ182655
1646	denovo16623	97.86	0	3	3	281	1315	C3k_AY589737
1647	denovo4768	97.86	0	3	3	281	1315	C3_AB778606
1648	denovo10187	96.82	4	2	3	283	1315	C3f_AY589734
1649	denovo10275	96.82	4	2	3	283	1315	C3k_AY589737
1650	denovo11195	97.17	2	3	3	283	1315	C3k_AY589737
1651	denovo4787	97.17	2	3	3	283	1315	C3k_AY589737
1652	denovo510	97.17	2	3	3	283	1315	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1653	denovo12078	97.88	0	2	4	283	1315	C3_AB778606;C3.7_FJ461502;C70_AY589774;C1012_DQ480604
1654	denovo13773	97.17	1	4	3	283	1315.5	C3k_AY589737
1655	denovo267	97.17	1	3	4	283	1315.5	C3k_AY589737
1656	denovo6032	97.17	1	3	4	283	1315.5	C3k_AY589737
1657	denovo8497	97.17	1	3	4	283	1315.5	C3k_AY589737
1658	denovo6783	98.52	2	0	2	271	1316	D1_AF334660
1659	denovo200	98.89	0	1	2	271	1316	D1_AF334660
1660	denovo12898	97.53	3	4	0	283	1316	C15.22_KC597695
1661	denovo14646	96.83	3	2	4	284	1316	C15.23_KC597697
1662	denovo6781	97.89	1	4	1	285	1316	C55_AY589759
1663	denovo10525	96.82	3	2	4	283	1316.5	C3k_AY589737
1664	denovo11930	97.17	1	3	4	283	1316.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1665	denovo12515	97.17	1	3	4	283	1316.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1666	denovo13789	97.17	1	3	4	283	1316.5	C3k_AY589737
1667	denovo2433	97.17	1	3	4	283	1316.5	C1233_EU118166;C15.9_FN563475;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1668	denovo2549	97.17	1	3	4	283	1316.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1669	denovo3164	97.17	1	3	4	283	1316.5	C3k_AY589737
1670	denovo3303	97.17	1	3	4	283	1316.5	C3k_AY589737
1671	denovo4504	97.17	1	3	4	283	1316.5	C3k_AY589737
1672	denovo7030	97.17	1	3	4	283	1316.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1673	denovo8791	97.17	1	3	4	283	1316.5	C3k_AY589737
1674	denovo9255	97.17	1	3	4	283	1316.5	C3k_AY589737
1675	denovo9798	97.17	1	3	4	283	1316.5	C3k_AY589737
1676	denovo9836	97.17	1	3	4	283	1316.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1677	denovo9078	96.82	3	1	5	283	1316.5	C3k_AY589737
1678	denovo15685	97.18	0	4	4	284	1316.5	C15.23_KC597697
1679	denovo3189	97.18	0	4	4	284	1316.5	C15.23_KC597697
1680	denovo9682	98.21	1	3	1	280	1317	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1681	denovo13074	97.87	1	3	2	282	1317	C3k_AY589737
1682	denovo13212	96.82	7	1	1	283	1317	C3k_AY589737
1683	denovo16967	97.53	2	4	1	283	1317	C15.1_FJ461508
1684	denovo14499	97.17	0	4	4	283	1317	C3k_AY589737
1685	denovo16750	97.17	0	4	4	283	1317	C3k_AY589737
1686	denovo10383	98.52	1	0	3	271	1317.5	D1a_JN558078
1687	denovo15018	98.9	0	0	3	272	1317.5	C3k_AY589737
1688	denovo15538	98.22	0	4	1	281	1317.5	C3_AB778606
1689	denovo1148	97.51	1	1	5	281	1317.5	C3k_AY589737
1690	denovo1556	97.53	2	4	1	283	1317.5	C3k_AY589737
1691	denovo16244	97.53	2	4	1	283	1317.5	C15.22_KC597695
1692	denovo1727	97.53	2	4	1	283	1317.5	C3k_AY589737
1693	denovo2483	97.53	2	4	1	283	1317.5	C3k_AY589737
1694	denovo6860	97.53	2	4	1	283	1317.5	C1233_EU118166;C15_AY239369;C15.1_FJ461508;C15.6_FN563472;C15.22_KC597695
1695	denovo937	97.53	2	4	1	283	1317.5	C3k_AY589737
1696	denovo9879	98.23	0	3	2	283	1317.5	C1085_AY624605
1697	denovo2682	99.26	2	0	0	271	1318	C15_AY239369
1698	denovo17238	98.2	1	2	2	278	1318	C3k_AY589737
1699	denovo2448	97.86	3	1	2	280	1318	C3k_AY589737
1700	denovo206	97.53	1	5	1	283	1318	C15_AY239369;C15.22_KC597695;C1087_DQ182655
1701	denovo11687	97.17	0	3	5	283	1318	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
1702	denovo13517	97.17	0	3	5	283	1318	C3_AB778606
