otu	sim	del	ins	mis	len	score	hit
388	denovo701	97.3	4	0	3	259	1211.5	D1.11_HE579040
389	denovo94	95.6	3	4	5	273	1211.5	C3.1_JF683321;C3b_AF499791
390	denovo807	97.35	4	2	1	264	1212.5	C15.23_KC597697
391	denovo552	96.97	6	1	1	264	1213	C3k_AY589737
392	denovo501	97.7	2	1	3	261	1214.5	C3_AB778606;C1022_DQ335331;C1045_DQ068036
393	denovo911	95.94	8	2	1	271	1214.5	C3k_AY589737
394	denovo667	96.11	3	3	5	283	1215	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
395	denovo623	96.47	1	4	5	283	1215	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
396	denovo841	93.64	8	3	7	283	1215.5	C15a_AY258476;C1233_EU118166;C15.9_FN563475;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
397	denovo132	98.8	0	1	2	251	1216	A7_AY239360
398	denovo133	98.44	1	1	2	257	1217	C15.23_KC597697
399	denovo221	97.69	5	0	1	260	1217	C15_AY239369
400	denovo275	96.3	5	2	3	270	1217	C15.23_KC597697
401	denovo619	93.64	11	2	5	283	1217	C3_AB778606;C50_AY589755;C1232_EU118163;C1060_DQ480600;C1085_AY624605;C7_AF499797;C1040_AB190269
402	denovo194	98.45	2	1	1	258	1218	C31_AY258496;C31a_AY589746
403	denovo870	98.04	3	1	1	255	1219	A1_AF333505
404	denovo673	94.98	8	4	2	279	1219	C1d_AY258488
405	denovo145	96.6	7	0	2	265	1219.5	D1_AF334660
406	denovo570	95.22	5	0	8	272	1220	C3k_AY589737
407	denovo498	96.47	2	3	5	283	1220	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
408	denovo127	95.47	4	4	5	287	1220	C55_AY589759
409	denovo610	97.71	2	1	3	262	1221.5	C3k_AY589737
410	denovo812	98.46	1	2	1	260	1222	C15.23_KC597697
411	denovo250	98.43	2	2	0	255	1223	A1_AF333505
412	denovo95	99.2	0	2	0	251	1224	A6_AF186058
413	denovo634	97.88	2	2	2	283	1224	C15.1_FJ461508
414	denovo608	96.99	2	1	5	266	1224.5	C3k_AY589737
415	denovo446	95.96	6	1	4	272	1224.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695;C1087_DQ182655
416	denovo124	93.64	14	1	3	283	1224.5	C15a_AY258476
417	denovo542	99.2	0	1	1	251	1225	A6_AF186058
418	denovo624	98.83	2	1	0	257	1225	C15.23_KC597697
419	denovo890	95.94	7	2	2	271	1225	D1_AF334660
420	denovo684	95.31	11	2	0	277	1225.5	C1d_AY258488
421	denovo353	96.93	0	1	7	261	1226.5	D2_AY686649
422	denovo800	97.4	1	4	2	269	1226.5	C3k_AY589737
423	denovo226	96.34	5	3	2	273	1226.5	C15.23_KC597697
424	denovo714	96.65	4	2	3	269	1227.5	C15a_AY258476
425	denovo840	98.59	0	3	1	283	1227.5	C15.1_FJ461508
426	denovo282	97.7	3	2	1	261	1228	D2_AY686649
427	denovo43	95.94	6	2	3	271	1228	D1_AF334660
428	denovo164	95.67	7	3	2	277	1228.5	C3k_AY589737
429	denovo340	97.37	5	1	1	266	1229	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
430	denovo123	98.82	0	2	1	255	1229.5	A1_AF333505
431	denovo345	98.82	0	2	1	255	1229.5	A1.4_HE578977
432	denovo757	98.82	0	2	1	255	1229.5	A1.4_HE578977
433	denovo769	93.99	5	3	9	283	1229.5	C3k_AY589737
434	denovo759	99.21	0	1	1	252	1230	A5_AF333508
435	denovo413	93.99	4	2	11	283	1230	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
436	denovo468	97.73	2	1	3	264	1231.5	C3_AB778606;C1045_DQ068036
437	denovo653	97.7	0	2	4	261	1232.5	D2_AY686649
438	denovo835	96.03	5	4	2	277	1233	C15.23_KC597697
439	denovo749	95.67	7	2	3	277	1234.5	C15a_AY258476;C15.4_FJ461511
440	denovo229	96.68	7	1	1	271	1235	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
441	denovo825	96.31	5	1	4	271	1235	C3k_AY589737
442	denovo14	96.69	2	3	4	272	1235	C1018_DQ335408;C1019_DQ335407
443	denovo485	95.68	6	3	3	278	1235.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
444	denovo51	96.68	4	4	1	271	1236.5	D1_AF334660;D1.6_HQ630881
445	denovo518	96.83	0	3	6	284	1237	C1054_AY186565
446	denovo513	96.67	5	2	2	270	1237.5	D1a_JN558078
447	denovo887	96.32	7	1	2	272	1237.5	C15_AY239369
448	denovo482	98.59	1	2	1	283	1238	C15.1_FJ461508
449	denovo444	96.34	6	1	3	273	1238.5	C15.23_KC597697
450	denovo821	99.6	0	1	0	251	1239.5	A6_AF186058
451	denovo721	96.31	4	2	4	271	1239.5	D1.11_HE579040
452	denovo18	97.17	1	3	4	283	1239.5	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
453	denovo403	98.82	1	1	1	255	1240	A1_AF333505
454	denovo904	98.08	1	2	2	261	1240	D2_AY686649
455	denovo41	96.31	8	2	0	271	1240	D1_AF334660
456	denovo801	96.68	4	1	4	271	1240	C3_AB778606;C1002_DQ838544;C3f_AY589734
457	denovo672	94.7	9	4	2	283	1240	C1d_AY258488
458	denovo377	96.47	3	3	4	283	1240	C15.22_KC597695
459	denovo666	95.39	7	3	3	282	1240.5	C3k_AY589737
460	denovo138	96.68	5	3	1	271	1241.5	D120_EU074900
461	denovo236	95.02	5	2	7	281	1242	C15a_AY258476;C15.4_FJ461511
462	denovo44	96.31	6	2	2	271	1242.5	D1_AF334660
463	denovo645	95.94	1	1	9	271	1242.5	D1_AF334660
464	denovo872	95.94	1	1	9	271	1242.5	D1_AF334660
465	denovo305	99.22	0	2	0	255	1244	A1.4_HE578977
466	denovo620	98.08	2	2	1	261	1244	D2_AY686649
467	denovo292	96	8	1	2	275	1244	C3.1_JF683321
468	denovo699	95.36	6	2	5	280	1244	C3b_AF499791
469	denovo858	96.82	0	2	7	283	1244	C3k_AY589737
470	denovo82	99.22	0	1	1	255	1245	A1.4_HE578977
471	denovo244	97.74	4	1	1	266	1245	C3_AB778606
472	denovo57	96.31	1	2	7	271	1245	D1a_JN558078
473	denovo483	98.08	1	2	2	261	1245.5	D2_AY686649
474	denovo223	95	7	1	6	280	1245.5	C15a_AY258476
475	denovo745	98.09	3	0	2	262	1246	D106_AF174559
476	denovo618	96.68	6	2	1	271	1246.5	D1_AF334660
477	denovo472	94.72	4	5	6	284	1246.5	C1054_AY186565
478	denovo856	95.67	7	1	4	277	1247	C3k_AY589737
479	denovo427	95.71	9	2	1	280	1248	C15.23_KC597697
480	denovo495	96.07	2	5	4	280	1248.5	C3k_AY589737
481	denovo790	94.7	8	2	5	283	1248.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
482	denovo359	99.22	1	1	0	255	1249	A1_AF333505
483	denovo864	99.22	1	1	0	255	1249	A1_AF333505
484	denovo328	98.47	1	2	1	261	1249	D2_AY686649
485	denovo149	96.31	5	1	4	271	1249	D1.11_HE579040
486	denovo152	96.69	9	0	0	272	1250	C1d_AY258488
487	denovo464	97.53	0	3	4	283	1250	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
488	denovo23	95.05	5	4	5	283	1250	C3k_AY589737
489	denovo285	97.18	1	3	4	284	1250	C1054_AY186565
490	denovo274	96.68	3	2	4	271	1251	D1a_JN558078
491	denovo425	94.77	8	3	4	287	1251.5	C55_AY589759
492	denovo408	96.69	3	1	5	272	1252.5	C15a_AY258476
493	denovo386	95.7	9	1	2	279	1254	C15_AY239369
494	denovo528	96.09	6	2	3	281	1254	C55_AY589759
495	denovo509	96.68	5	1	3	271	1254.5	D1_AF334660
496	denovo909	94.72	7	2	6	284	1255	C15.23_KC597697
497	denovo548	94.7	4	2	9	283	1255.5	C3k_AY589737
498	denovo96	96.09	4	5	2	281	1256	C3k_AY589737
499	denovo754	97.53	4	2	1	283	1256	C15.6_FN563472;C15.22_KC597695
500	denovo798	97.05	5	2	1	271	1257	D1a_JN558078;D120_EU074900
501	denovo622	95.41	2	5	6	283	1257	C3k_AY589737
502	denovo198	95.07	8	3	3	284	1257	C15.23_KC597697
503	denovo689	97.43	2	2	3	272	1257.5	C3k_AY589737
504	denovo878	96.73	7	1	1	275	1257.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
505	denovo1	95.37	3	2	8	281	1259.5	C15a_AY258476
506	denovo729	96.4	5	3	2	278	1260	C15_AY239369
507	denovo782	97.43	5	2	0	272	1261	C15.22_KC597695
508	denovo679	97.4	2	0	5	269	1261.5	C3k_AY589737
509	denovo390	96.69	3	2	4	272	1261.5	D4_DQ865214
510	denovo97	96.07	2	3	6	280	1261.5	C15.22_KC597695
511	denovo557	96.06	6	2	3	279	1262	C1_JN558041;C1148_EU040178;C1.v1a_FJ919243;C1008_DQ480613;C3f_AY589734
512	denovo24	95.71	8	1	3	280	1262	C3k_AY589737
513	denovo50	97.09	5	2	1	275	1262.5	C15.23_KC597697
514	denovo327	95.39	3	3	7	282	1263	C3.1_JF683321
515	denovo740	95.41	3	3	7	283	1263	C3k_AY589737
516	denovo243	95.71	7	1	4	280	1263.5	C3.1_JF683321
517	denovo554	96.82	2	7	0	283	1263.5	C1060_DQ480600
518	denovo802	95.41	7	2	4	283	1263.5	C3k_AY589737
519	denovo252	99.61	1	0	0	255	1264.5	A1_AF333505
520	denovo180	96.39	7	1	2	277	1265	C1_JN558041;C1198_EU099810;C1148_EU040178;C1.v1a_FJ919243;C1008_DQ480613
521	denovo517	97.05	3	2	3	271	1265.5	D1a_JN558078
522	denovo396	97.05	3	1	4	271	1265.5	D120_EU074900
523	denovo671	95.41	8	3	2	283	1265.5	C1d_AY258488
524	denovo170	97.88	0	2	4	283	1265.5	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
525	denovo103	96.47	1	3	6	283	1265.5	C3_AB778606;C3.7_FJ461502;C1026_DQ335366;C70_AY589774;C1012_DQ480604;C1031_DQ335352;C3j_AY239366
526	denovo399	98.47	2	0	2	261	1266	D2_AY686649
527	denovo641	98.13	3	1	1	268	1266	C15_AY239369;C15.22_KC597695
528	denovo218	96.4	6	1	3	278	1266	C15.23_KC597697
529	denovo441	97.78	0	1	5	270	1267.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
530	denovo458	95.41	7	2	4	283	1267.5	C1232_EU118163
531	denovo451	95.76	4	5	3	283	1268.5	C1d_AY258488
532	denovo68	96.07	5	2	4	280	1269	C3k_AY589737
533	denovo879	96.09	9	1	1	281	1269.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
534	denovo100	99.29	0	1	1	283	1269.5	C15_AY239369
535	denovo175	95.76	4	4	4	283	1269.5	C3k_AY589737
536	denovo260	96.17	3	7	1	287	1269.5	C55_AY589759
537	denovo830	95.05	8	1	5	283	1270.5	C3k_AY589737
538	denovo512	95.76	3	4	5	283	1271	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
539	denovo259	97.79	2	2	2	271	1271.5	D1_AF334660
540	denovo521	95.41	5	2	6	283	1271.5	C3k_AY589737
541	denovo524	96.42	6	1	3	279	1272	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
542	denovo510	96.44	4	4	2	281	1272	C15_AY239369;C15.1_FJ461508;C15.22_KC597695
543	denovo628	97.42	4	2	1	271	1272.5	D106_AF174559
544	denovo88	95.39	5	2	6	282	1272.5	C1b/C1e_AY239363
545	denovo614	95.76	2	4	6	283	1272.5	C3k_AY589737
546	denovo503	95.73	8	0	4	281	1273.5	C1d_AY258488
547	denovo423	96.11	3	5	3	283	1273.5	C1232_EU118163
548	denovo687	95.05	10	0	4	283	1273.5	C3k_AY589737
549	denovo735	96.09	6	1	4	281	1274	C3k_AY589737
550	denovo773	95.41	3	3	7	283	1274	C3k_AY589737
551	denovo590	97.88	0	4	2	283	1274.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
552	denovo488	95.41	3	2	8	283	1275	C3k_AY589737
553	denovo289	95.41	6	2	5	283	1276	C15_AY239369;C15.22_KC597695
554	denovo45	97.79	2	2	2	271	1276.5	D106_AF174559
555	denovo452	96.74	6	2	1	276	1276.5	C21.12_FJ461514
556	denovo430	97.53	5	2	0	283	1276.5	C15_AY239369;C15.22_KC597695
557	denovo436	95.47	3	4	6	287	1276.5	C55_AY589759
558	denovo384	96.75	5	1	3	277	1277	C3k_AY589737
559	denovo544	96.11	4	4	3	283	1277	C3k_AY589737
560	denovo707	96.11	3	5	3	283	1277	C3k_AY589737
561	denovo385	95.76	3	3	6	283	1277.5	C3k_AY589737
562	denovo709	96.47	1	2	7	283	1277.5	C3a_AF499790
563	denovo109	96.13	3	5	3	284	1278	C2_AF333518
564	denovo434	96.8	2	4	3	281	1278.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
565	denovo196	95.76	6	3	3	283	1278.5	C15a_AY258476;C15_AY239369;C15.22_KC597695
566	denovo419	96.11	4	4	3	283	1278.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
567	denovo486	99.23	1	1	0	261	1279	D2_AY686649
568	denovo424	95.76	2	3	7	283	1279	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
569	denovo364	97.79	2	2	2	271	1279.5	D1a_JN558078;D120_EU074900
570	denovo621	97.79	2	2	2	271	1279.5	D106_AF174559
571	denovo715	95.76	5	3	4	283	1279.5	C3k_AY589737
572	denovo719	96.82	2	2	5	283	1279.5	C3_AB778606;C3.7_FJ461502;C70_AY589774;C1012_DQ480604
573	denovo219	97.42	0	1	6	271	1280	D1a_JN558078
574	denovo25	98.23	0	2	3	283	1280	C3_AB778606;C3.7_FJ461502;C1011_DQ480605;C1114_AB207196;C1190_EU099841;C1182_AB294649
575	denovo13	96.44	7	1	2	281	1280.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
576	denovo325	96.44	6	2	2	281	1280.5	C3.10_FJ461505
577	denovo155	96.11	4	2	5	283	1280.5	C15a_AY258476;C15.4_FJ461511
578	denovo383	95.76	1	3	8	283	1280.5	C3k_AY589737
579	denovo28	97.42	3	1	3	271	1281	D1_AF334660
580	denovo104	97.53	2	2	3	283	1281	C3k_AY589737
581	denovo899	97.13	3	3	2	279	1281.5	C3k_AY589737
582	denovo381	96.47	0	5	5	283	1281.5	C3k_AY589737
583	denovo108	96.13	5	4	2	284	1281.5	C15.23_KC597697
584	denovo881	96.77	5	1	3	279	1282.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
585	denovo511	95.77	3	3	6	284	1282.5	C15.23_KC597697
586	denovo561	97.46	5	2	0	276	1283	C1_JN558041;C1198_EU099810;C1.5_EF634157;C1.v1a_FJ919243;C1008_DQ480613
587	denovo496	96.11	5	3	3	283	1283	C36_AY258480
588	denovo632	96.47	3	3	4	283	1283	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
589	denovo656	98.23	0	4	1	283	1283.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
590	denovo848	98.23	0	4	1	283	1283.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
591	denovo767	96.11	0	5	6	283	1283.5	C3k_AY589737
592	denovo566	96.13	4	4	3	284	1283.5	C1054_AY186565
593	denovo859	96.44	9	1	0	281	1284	C3k_AY589737
594	denovo493	95.76	2	3	7	283	1284.5	C3k_AY589737
595	denovo780	96.8	6	2	1	281	1285.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
596	denovo421	96.11	8	2	1	283	1285.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
597	denovo547	96.47	1	5	4	283	1285.5	C3k_AY589737
598	denovo273	95.76	2	2	8	283	1285.5	C15a_AY258476;C15.4_FJ461511
599	denovo803	95.76	6	1	5	283	1286	C3k_AY589737
600	denovo885	96.11	3	3	5	283	1286	C15.24_KC597696;C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
601	denovo832	95.76	9	1	2	283	1286.5	C3k_AY589737
602	denovo334	95.76	5	2	5	283	1286.5	C3k_AY589737
603	denovo556	96.45	5	3	2	282	1287.5	C3b_AF499791
604	denovo87	97.82	4	2	0	275	1288	C1_JN558041;C1198_EU099810;C1.v1a_FJ919243;C1008_DQ480613
605	denovo267	96.8	4	2	3	281	1288	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
606	denovo200	96.11	6	2	3	283	1288	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
607	denovo567	96.11	9	2	0	283	1289	C1d_AY258488
608	denovo179	99.62	0	1	0	261	1289.5	D2_AY686649
609	denovo372	97.46	1	4	2	276	1289.5	C21.12_FJ461514
610	denovo696	96.82	0	6	3	283	1289.5	C3k_AY589737
611	denovo91	95.76	3	2	7	283	1289.5	C3k_AY589737
612	denovo445	97.14	5	2	1	280	1290	C15.23_KC597697
613	denovo34	96.11	5	2	4	283	1290	C3k_AY589737
614	denovo631	96.11	5	2	4	283	1290	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
615	denovo277	96.8	7	1	1	281	1290.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
616	denovo886	96.47	6	3	1	283	1291	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
617	denovo84	96.47	1	5	4	283	1291	C15_AY239369;C15.1_FJ461508;C15.22_KC597695
618	denovo265	96.47	1	4	5	283	1291	C3k_AY589737
619	denovo248	96.8	6	1	2	281	1292	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
620	denovo895	96.8	6	1	2	281	1292	C3k_AY589737
621	denovo905	98.59	0	4	0	283	1292.5	C15.22_KC597695
622	denovo136	96.82	1	5	3	283	1293	C3k_AY589737
623	denovo599	98.16	1	0	4	272	1293.5	C3k_AY589737
624	denovo718	96.11	2	3	6	283	1293.5	C15_AY239369
625	denovo237	98.15	2	2	1	271	1294	D1_AF334660
626	denovo330	96.47	4	3	3	283	1294	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
627	denovo898	96.47	4	3	3	283	1294	C3k_AY589737
628	denovo281	97.53	1	2	4	283	1294	C15.29_KC597690
629	denovo797	97.79	4	0	2	271	1294.5	D1.11_HE579040
630	denovo661	99.62	0	0	1	261	1296	D2_AY686649
631	denovo322	97.85	1	3	2	279	1296	C1233_EU118166;C15_AY239369;C1101_AB253787;C15.6_FN563472;C15.22_KC597695
632	denovo579	96.45	7	2	1	282	1296	C3b_AF499791
633	denovo63	98.59	3	1	0	283	1296.5	C3k_AY589737
634	denovo264	96.82	4	4	1	283	1296.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
635	denovo558	96.82	4	4	1	283	1296.5	C3k_AY589737
636	denovo22	96.13	4	2	5	284	1296.5	C15.23_KC597697
637	denovo225	96.11	4	2	5	283	1297	C15.4_FJ461511
638	denovo851	95.76	3	0	9	283	1297	C1232_EU118163
639	denovo741	98.53	2	1	1	273	1297.5	C3_AB778606
640	denovo416	96.47	5	3	2	283	1297.5	C1d_AY258488
641	denovo625	96.48	4	4	2	284	1297.5	C15.23_KC597697
642	denovo429	96.11	4	1	6	283	1298	C15a_AY258476;C15.4_FJ461511
643	denovo724	96.48	4	4	2	284	1298	C15.23_KC597697
644	denovo710	96.83	3	3	3	284	1298	C15.23_KC597697
645	denovo188	97.89	1	4	1	284	1298.5	C15.23_KC597697
646	denovo592	98.52	1	2	1	271	1299	D1_AF334660
647	denovo896	98.52	1	2	1	271	1299	D1_AF334660
648	denovo461	97.48	5	1	1	278	1300	C15.23_KC597697
649	denovo111	96.11	6	1	4	283	1300.5	C3k_AY589737
650	denovo165	97.53	0	2	5	283	1300.5	C3_AB778606;C3.7_FJ461502;C70_AY589774;C1012_DQ480604
651	denovo4	96.8	8	0	1	281	1301	C15_AY239369
652	denovo781	96.83	0	5	4	284	1301	C15.23_KC597697
653	denovo184	96.86	1	4	4	287	1301.5	I1_FN561559
654	denovo86	97.16	2	5	1	282	1302.5	C3b_AF499791
655	denovo411	96.82	0	4	5	283	1302.5	C3k_AY589737
656	denovo902	96.82	0	4	5	283	1302.5	C3k_AY589737
657	denovo31	98.52	2	2	0	271	1303	D1_AF334660
658	denovo723	96.47	6	2	2	283	1303	C15_AY239369
659	denovo129	96.47	2	2	6	283	1303	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
660	denovo847	96.17	6	2	3	287	1303	C55_AY589759
661	denovo541	98.19	0	4	1	276	1303.5	C21.12_FJ461514
662	denovo480	96.81	5	1	3	282	1303.5	C15.23_KC597697
663	denovo692	98.18	0	1	4	274	1304	C3k_AY589737
664	denovo342	96.47	6	1	3	283	1304	C15a_AY258476;C15.4_FJ461511
665	denovo530	96.82	3	3	3	283	1304	C15.9_FN563475
666	denovo477	97.14	8	0	0	280	1304.5	C15_AY239369
667	denovo474	97.53	1	2	4	283	1304.5	C3_AB778606;C3.7_FJ461502;C70_AY589774;C1012_DQ480604
668	denovo788	97.83	4	1	1	277	1305	C15.23_KC597697
669	denovo651	96.11	3	1	7	283	1305	C3k_AY589737
670	denovo576	96.91	1	3	5	291	1305	C80_GU907656
671	denovo863	97.51	4	3	0	281	1305.5	C15_AY239369
672	denovo102	96.47	4	1	5	283	1305.5	C3k_AY589737
673	denovo668	96.47	4	2	4	283	1306	C3k_AY589737
674	denovo585	96.82	2	3	4	283	1306	C15.22_KC597695
675	denovo630	96.52	6	2	2	287	1306.5	C55_AY589759
676	denovo883	96.47	4	1	5	283	1307	C15a_AY258476;C15.4_FJ461511
677	denovo805	97.16	4	2	2	282	1307.5	C15.23_KC597697
678	denovo638	96.47	2	2	6	283	1307.5	C3k_AY589737
679	denovo420	96.83	0	4	5	284	1307.5	C15.23_KC597697
680	denovo197	96.82	5	2	2	283	1308	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
681	denovo704	97.49	3	1	3	279	1308.5	C3k_AY589737
682	denovo442	97.52	1	4	2	282	1308.5	C15.23_KC597697
683	denovo514	97.17	2	4	2	283	1308.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
684	denovo549	97.17	2	4	2	283	1308.5	C3k_AY589737
685	denovo893	97.53	0	5	2	283	1308.5	C3k_AY589737
686	denovo575	97.84	1	3	2	278	1309	C17.2_FJ461513
687	denovo268	97.17	1	5	2	283	1309	C15_AY239369;C15.22_KC597695;C1087_DQ182655
688	denovo487	96.47	6	1	3	283	1309	C3k_AY589737
689	denovo131	98.89	0	2	1	271	1309.5	D1_AF334660
690	denovo186	97.17	7	1	0	283	1309.5	C1d_AY258488
691	denovo32	96.47	6	1	3	283	1309.5	C3k_AY589737
692	denovo431	96.82	4	2	3	283	1309.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
693	denovo770	96.82	4	2	3	283	1309.5	C3k_AY589737
694	denovo122	96.83	3	3	3	284	1309.5	C15.23_KC597697
695	denovo426	97.85	4	2	0	279	1310	C15.6_FN563472;C15.22_KC597695
696	denovo708	96.82	3	3	3	283	1310	C3k_AY589737
697	denovo332	97.17	1	4	3	283	1310	C40_AY258485
698	denovo862	96.47	5	1	4	283	1310.5	C3_AB778606;C1012_DQ480604;C3f_AY589734
699	denovo743	98.59	0	2	2	283	1311	C15_AY239369;C15.22_KC597695
700	denovo187	97.17	0	4	4	283	1311.5	C3k_AY589737
701	denovo98	97.86	2	3	1	281	1312	C15.25_KC597685
702	denovo309	97.17	4	3	1	283	1312	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
703	denovo350	96.82	1	3	5	283	1312	C3k_AY589737
704	denovo128	96.82	6	1	2	283	1312.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
705	denovo394	98.54	1	3	0	274	1313	C1230_EU074889
706	denovo80	96.47	8	0	2	283	1313	C1d_AY258488
707	denovo137	97.17	3	3	2	283	1313.5	C3k_AY589737
708	denovo519	97.17	2	3	3	283	1313.5	C3k_AY589737
709	denovo766	97.17	2	3	3	283	1313.5	C3k_AY589737
710	denovo105	98.54	1	2	1	274	1314	C1230_EU074889
711	denovo49	96.47	7	0	3	283	1314.5	C3k_AY589737
712	denovo414	96.48	6	1	3	284	1314.5	C1103_AF427470;C1054_AY186565
713	denovo177	97.83	3	1	2	276	1315	C21/3d/C3k_AY239372
714	denovo181	97.86	4	2	0	281	1315.5	C15.22_KC597695
715	denovo705	97.17	1	4	3	283	1315.5	C3k_AY589737
716	denovo293	96.82	0	2	7	283	1315.5	C15a_AY258476;C15.4_FJ461511
717	denovo214	96.82	3	2	4	283	1316	C1051_AF195153;C15a_AY258476;C15_AY239369;C1101_AB253787
718	denovo59	97.17	1	3	4	283	1316.5	C3k_AY589737
719	denovo755	97.17	5	2	1	283	1317	C40_AY258485
720	denovo516	97.18	3	3	2	284	1317	C15f_AY589743
721	denovo665	98.52	1	0	3	271	1317.5	D1a_JN558078
722	denovo868	97.84	4	0	2	278	1317.5	C15a_AY258476;C15_AY239369
723	denovo726	97.86	3	1	2	280	1317.5	C15.22_KC597695
724	denovo346	96.82	3	1	5	283	1317.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
725	denovo627	97.17	2	4	2	283	1318	C1d_AY258488
726	denovo159	98.94	1	2	0	283	1318.5	C15_AY239369;C15.22_KC597695
727	denovo37	96.82	6	1	2	283	1318.5	C3k_AY589737
728	denovo258	97.17	4	2	2	283	1318.5	C3k_AY589737
729	denovo382	98.55	0	3	1	276	1319	C21/3d/C3k_AY239372
730	denovo492	98.55	0	3	1	276	1319	C21/3d/C3k_AY239372
731	denovo341	98.19	5	0	0	277	1319.5	C3_AB778606;C1028_DQ335357;C3e_AF499793
732	denovo163	96.82	5	1	3	283	1319.5	C3k_AY589737
733	denovo158	96.82	1	2	6	283	1319.5	C3.11_FJ461506
734	denovo753	98.19	2	1	2	276	1320	C21/3d/C3k_AY239372
735	denovo73	97.17	2	3	3	283	1320.5	C3k_AY589737
736	denovo836	97.53	0	4	3	283	1320.5	C3k_AY589737
737	denovo522	97.17	2	2	4	283	1321	C3_AB778606
738	denovo559	98.89	0	1	2	271	1321.5	D1a_JN558078
739	denovo462	96.82	0	1	8	283	1322	C3k_AY589737
740	denovo11	97.53	2	4	1	283	1323	C3k_AY589737
741	denovo296	96.82	3	1	5	283	1323	C3k_AY589737
742	denovo291	97.17	0	3	5	283	1323.5	C15_AY239369;C15.22_KC597695
743	denovo854	97.18	4	2	2	284	1323.5	C15.23_KC597697
744	denovo130	99.27	1	1	0	274	1324	F1_JN558066
745	denovo466	98.55	1	2	1	276	1324	C21.12_FJ461514
